Etunimi;Lukumäärä
Máret;17
Marfa;17
Marie-Anne;17
Mariika;17
Marileena;17
Mari-Liis;17
Marja-Tuulikki;17
Markareeta;17
Marley;17
Márta;17
Merelle;17
Meriitta;17
Merva;17
Mette-Maaria;17
Mette-Maarit;17
Milga;17
Miliana;17
Milja-Maaria;17
Milly;17
Minelle;17
Minou;17
Mirana;17
Misella;17
Mohamoud;17
Mursal;17
Nataly;17
Nicoleta;17
Niina-Riikka;17
Niklasdotter;17
Nikole;17
Nina-Maarit;17
Njoki;17
Noëlle;17
Olympia;17
Onni;17
Orla;17
Paulikki;17
Piia-Liisa;17
Piija;17
Pilke;17
Pipariina;17
Rada;17
Rafaella;17
Rahil;17
Raya;17
Reelika;17
Reeta-Kaisa;17
Rei;17
Reija-Liisa;17
Ria-Maria;17
Riona;17
Ritvaliisa;17
Rojin;17
Roni;17
Rosa-Mari;17
Sabirin;17
Sadio;17
Safiina;17
Safiye;17
Saja;17
Salaad;17
Sama;17
Sanni-Kaisa;17
Sannimari;17
Sannu;17
Sarafiina;17
Saralia;17
Satu-Kaarina;17
Satu-Maija;17
Selen;17
Semra;17
Sevim;17
Shadi;17
Shakira;17
Shu;17
Simin;17
Sinea;17
Sinimarja;17
Sini-Orvokki;17
Siria;17
Soheila;17
Solweig;17
Susie;17
Tarja-Helena;17
Taylor;17
Teija-Riitta;17
Terhi-Tuulia;17
Terttuli;17
Tessi;17
Thua;17
Tiinaliisa;17
Timna;17
Ting;17
Tomasdotter;17
Tone;17
Tordis;17
Tuli;17
Tytteli;17
Ullariikka;17
Vadelmiina;17
Valla;17
Varpu-Liisa;17
Vesna;17
Vinja;17
Xue;17
Yasmiin;17
Zakia;17
Zita;17
Zoë;17
Zuzanna;17
Aalto;16
Aarna;16
Abdiwahab;16
Abdulrazzaq;16
Achieng;16
Akinyi;16
Akosua;16
Alide;16
Alin;16
Amaliina;16
Anela;16
Anessa;16
Angie;16
Annalena;16
Anne-Kristina;16
Annett;16
Annetta;16
Anni-Liisa;16
Anni-Marja;16
Anni-Riikka;16
Annuka;16
Annuliina;16
Annuska;16
Anny;16
Anu-Susanna;16
Anvi;16
Anzhela;16
Araya;16
Aryana;16
Ashraf;16
Baraa;16
Barita;16
Bayan;16
Be;16
Benjamin;16
Betina;16
Biret;16
Birita;16
Bojan;16
Britt-Helen;16
Caritta;16
Chanette;16
Corina;16
Dahabo;16
Daphne;16
Darlene;16
Decire;16
Della;16
Diep;16
Diona;16
Doreen;16
Eevi-Maria;16
Eirin;16
Elita;16
Elleni;16
Elora;16
Emiliana;16
Enisa;16
Essi-Emilia;16
Eulaalia;16
Farahnaz;16
Fatiha;16
Fenja;16
Fianna;16
Fria;16
Ganna;16
Georgieva;16
Gertrude;16
Ghazal;16
Gizem;16
Gulnara;16
Hadil;16
Hanane;16
Hansdotter;16
Heidi-Maaria;16
Hennariina;16
Hibaq;16
Hintriikka;16
Ho;16
Ilayda;16
Ilmari;16
Indra;16
Inga-Lisa;16
Inka-Liisa;16
Irmgard;16
Issa;16
Ivanna;16
Ivie;16
Izabell;16
Jaana-Marja;16
Jadelina;16
Jadwiga;16
Jolana;16
Jonintytär;16
Julian;16
Julienna;16
Jumana;16
Kaire;16
Kaisla-Maria;16
Katja-Marika;16
Kausar;16
Kirsi-Marjo;16
Leelia;16
Leenakaisa;16
Leonidovna;16
Levina;16
Liini;16
Liljan;16
Lillan;16
Linda-Sofia;16
Lirije;16
Lona;16
Lori;16
Lottaliina;16
Lukas;16
Maarikka;16
Maaru;16
Magga;16
Maija-Riikka;16
Maijastina;16
Maina;16
Maisu;16
Maj-Helen;16
Maliha;16
Mari-Annukka;16
Mariantytär;16
Maria-Teresa;16
Maria-Terttu;16
Marja-Hannele;16
Markus;16
Maryann;16
Mattiina;16
Meemi;16
Meli;16
Mia-Sofia;16
Milica;16
Militza;16
Millamaria;16
Muriel;16
Najat;16
Nargis;16
Nea-Emilia;16
Neea-Maria;16
Nefeli;16
Nene;16
Nha;16
Nilsdotter;16
Nima;16
Nnenna;16
Noe;16
Noémi;16
Nola;16
Olessia;16
Oona-Emilia;16
Ottiliana;16
Patriicia;16
Pavlovna;16
Petranella;16
Pirke;16
Pirkkoliisa;16
Puro;16
Päivi-Leena;16
Raed;16
Rahima;16
Rebeka;16
Reena;16
Reetriikka;16
Reetta-Mari;16
Regiina;16
René;16
Riitta-Helena;16
Ritva-Anneli;16
Rochelle;16
Rosa-Emilia;16
Rosalyn;16
Rosa-Maaria;16
Roselia;16
Rosette;16
Ruken;16
Rusul;16
Ruusunnuppu;16
Saabiriin;16
Saadia;16
Saara-Mari;16
Saaramaria;16
Saija-Liisa;16
Salim;16
Salla-Maaret;16
Samer;16
Samir;16
Samuela;16
Sandi;16
Sandra-Sofia;16
Sandrine;16
Sane;16
Sanna-Sofia;16
Sara-Julia;16
Satu-Hannele;16
Satumaria;16
Seline;16
Sema;16
Serita;16
Shaima;16
Shukrije;16
Silja-Sofia;16
Sirkku-Leena;16
Skylar;16
Sofia-Maria;16
Sola;16
Soleil;16
Sora;16
Sultana;16
Susu;16
Sylwia;16
Synnove;16
Tahira;16
Taila;16
Talib;16
Taria;16
Teele;16
Terésa;16
Teresita;16
Terje;16
Toivi;16
Trina;16
Tue;16
Ulla-Helena;16
Urve;16
Valonia;16
Valvatti;16
Viljami;16
Wah;16
Walaa;16
Wanna;16
Weronica;16
Yahya;16
Yalda;16
Yasir;16
Yelena;16
Zoia;16
Aadaliina;15
Aami;15
Aaron;15
Abdulkarim;15
Adar;15
Aferdita;15
Afrodite;15
Aia;15
Aija-Riitta;15
Alaia;15
Aliana;15
Aliide;15
Alissia;15
Ameer;15
Anerva;15
Anet;15
Aniara;15
Anisia;15
Anna-Carin;15
Anna-Ilona;15
Anna-Marika;15
Anna-Matilda;15
Anna-Pia;15
Anne-Britt;15
Anne-Kaisa;15
Ann-Jeanette;15
Ann-Maarit;15
Ansela;15
Anttoniina;15
Anzela;15
Ariya;15
Asrin;15
Astrea;15
Atena;15
Aurélie;15
Auringonkukka;15
Aurore;15
Aveline;15
Aye;15
Azalea;15
Besarta;15
Bia;15
Billie;15
Brielle;15
Burhan;15
Caren;15
Celestia;15
Clary-Ann;15
Deanna;15
Diellza;15
Donika;15
Eeni;15
Elaisa;15
Elegia;15
Eléonore;15
Elize;15
Ella-Kaisa;15
Elvine;15
Emmanuela;15
Emma-Reetta;15
Erla;15
Ertta;15
Eva-Leena;15
Fabienne;15
Fardowso;15
Farhiya;15
Farzaneh;15
Favour;15
Feodora;15
Filomena;15
Galyna;15
Ganimete;15
Gentiana;15
Glenda;15
Gry;15
Gustaava;15
Habibo;15
Hafso;15
Hagi;15
Hanna-Karoliina;15
Hanna-Pauliina;15
Hannariina;15
Hanne-Leena;15
Hasna;15
Havanna;15
Hebe;15
Hedi;15
Heléna;15
Helma;15
Henrintytär;15
Hermiina;15
Heta-Liisa;15
Hilpe;15
Håkansdotter;15
Ida-Julia;15
Iida-Elina;15
Ilaf;15
Ilse-Maj;15
Inaaya;15
Ipek;15
Ippa;15
Iva;15
Janiela;15
Jannah;15
Jaqueline;15
Jasemin;15
Jenilla;15
Jenna-Riina;15
Jenny-Sofia;15
Jillian;15
Jolin;15
Jordan;15
Juhanantytär;15
Julieta;15
Justyna;15
Jutta-Maria;15
Kaika;15
Kaili;15
Kaintytär;15
Kaisa-Maaria;15
Kajo;15
Kami;15
Ketsia;15
Khudhair;15
Kida;15
Kimete;15
Kiran;15
Kowsar;15
Kuisma;15
Lalla;15
Léonie;15
Liisa-Marja;15
Lillie;15
Linda-Lotta;15
Lindsay;15
Ljuba;15
Lotta-Kaisa;15
Lubna;15
Lucienne;15
Ludmilla;15
Luminia;15
Lycke;15
Lyudmila;15
Maareta;15
Mafalda;15
Maija-Elina;15
Maijukka;15
Marcia;15
Marghita;15
Marie-Helene;15
Mariisa;15
Mario;15
Marus;15
Marwah;15
Mawada;15
Mayar;15
Mayya;15
Meerika;15
Melica;15
Meliisa;15
Melitta;15
Mena;15
Merena;15
Merja-Hannele;15
Mia-Maarit;15
Michal;15
Mikaeela;15
Mikayla;15
Milada;15
Miliza;15
Milla-Maarit;15
Mille;15
Milva;15
Minna-Elina;15
Minnami;15
Mirca;15
Mireka;15
Mirell;15
Miri;15
Mirka-Maria;15
Muhiadin;15
Naa;15
Nabil;15
Najla;15
Nasim;15
Nehir;15
Nejla;15
Nena;15
Neslihan;15
Nica;15
Nisha;15
Njambi;15
Oilikki;15
Oskari;15
Peeta;15
Pelagea;15
Pella;15
Persdotter;15
Pertintytär;15
Pian;15
Piparminttu;15
Pirjo-Sisko;15
Pirpa;15
Pouta;15
Prisca;15
Qing;15
Radha;15
Raunontytär;15
Raven;15
Rhonda;15
Riikkaliisa;15
Riitta-Kaarina;15
Rinesa;15
Ritu;15
Rolfsdotter;15
Rosiina;15
Rowena;15
Rufina;15
Ruuti;15
Saania;15
Saarah;15
Saara-Lotta;15
Saarni;15
Sabriin;15
Sadehelmi;15
Sahara;15
Saija-Riikka;15
Sameer;15
Samina;15
Sára;15
Sara-Lotta;15
Sari-Leena;15
Sari-Maria;15
Sarra;15
Selenia;15
Senobia;15
Serenella;15
Severina;15
Shamsa;15
Sherif;15
Shima;15
Shiri;15
Shpresa;15
Sibylla;15
Sigrun;15
Sine;15
Sini-Päivikki;15
Sukanya;15
Sumeja;15
Suvi-Johanna;15
Suvimarja;15
Sävel;15
Tao;15
Taru-Maija;15
Tasneem;15
Tea-Maria;15
Tepontytär;15
Teres;15
Tiia-Maaria;15
Tina-Maria;15
Tirlittan;15
Tiuhti;15
Ulla-Kristina;15
Ulla-Pia;15
Ulla-Sisko;15
Valentyna;15
Vania;15
Vanilia;15
Veera-Sofia;15
Vera-Maria;15
Verla;15
Vesper;15
Vian;15
Vilena;15
Virpi-Leena;15
Vivi-Anne;15
Viviikka;15
Wangari;15
Wiveca;15
Wiveka;15
Xiu;15
Aaya;14
Abby;14
Adi;14
Aditi;14
Afsaneh;14
Agneeta;14
Aina-Maria;14
Aino-Riitta;14
Aissa;14
Aksana;14
Aleksintytär;14
Alja;14
Allida;14
Alviida;14
Alwan;14
Amanita;14
Amora;14
Ancelina;14
Andeliina;14
Andriana;14
Angelita;14
Anida;14
Anna-Inkeri;14
Anna-Lyydia;14
Annamária;14
Anna-Mariia;14
Annarosa;14
Ann-Cristine;14
Anne-Katariina;14
Anne-Marjatta;14
Annemo;14
Ann-Gret;14
Annilotta;14
Anseliina;14
Anton;14
Anu-Maaria;14
Arezo;14
Arzu;14
Atsalea;14
Auvo;14
Avan;14
Ayman;14
Bahareh;14
Bashiir;14
Bilal;14
Bouchra;14
Canan;14
Cansu;14
Ceren;14
Christell;14
Christianne;14
Clémentine;14
Daga;14
Dang;14
Dawood;14
Didem;14
Dimitrova;14
Donjeta;14
Dóra;14
Dounia;14
Eeva-Reetta;14
Efua;14
Eija-Sisko;14
Elisse;14
Ellika;14
Elmedina;14
Elve;14
Emese;14
Emmanuel;14
Eniola;14
Erjona;14
Eslem;14
Eva-Britt;14
Eva-Marja;14
Evina;14
Fabiana;14
Fakher;14
Fathi;14
Faustina;14
Felia;14
Felice;14
Felisia;14
Fiorella;14
Fjolla;14
Friederike;14
Gerli;14
Giada;14
Haddy;14
Haitham;14
Hajer;14
Haley;14
Hamide;14
Hanna-Kaija;14
Hanna-Lea;14
Hanna-Sisko;14
Haya;14
Hedy;14
Hekla;14
Helmi-Ilona;14
Hendrika;14
Henna-Emilia;14
Henrikka;14
Heta-Maija;14
Hidajete;14
Hilla-Mari;14
Hilla-Marja;14
Husna;14
Iben;14
Ida-Amanda;14
Iida-Kaisa;14
Iidamari;14
Iina-Maija;14
Ikraam;14
Ilda;14
Imaan;14
Inci;14
Inka-Maaria;14
Inka-Sofia;14
Irma-Leena;14
Ivalo;14
Ivi;14
Ivonne;14
Jadelin;14
Jarlsdotter;14
Jarmila;14
Jazmin;14
Jeniina;14
Jennamiia;14
Jenni-Leena;14
Jerita;14
Jette;14
Jitta;14
Jonna-Julia;14
Julitta;14
Jwan;14
Kaijaleena;14
Kaitlin;14
Karela;14
Kasper;14
Kati-Susanna;14
Katja-Helena;14
Katri-Johanna;14
Kawthar;14
Khawla;14
Kitti;14
Kristiin;14
Kuunsäde;14
Ladan;14
Laura-Mari;14
Lembi;14
Lenna;14
Leoni;14
Leonita;14
Letizia;14
Liisamari;14
Lili-Ann;14
Lilyana;14
Loreta;14
Lotti;14
Lul;14
Mackenzie;14
Madelén;14
Madeléne;14
Maher;14
Mahtab;14
Majid;14
Mansi;14
Margerita;14
Margurite;14
Marie-Sofie;14
Mari-Helen;14
Marjo-Riina;14
Markusdotter;14
Maruska;14
Matja;14
Matroona;14
Meeli;14
Meelia;14
Meg;14
Meriella;14
Merima;14
Merisa;14
Meron;14
Michella;14
Mila-Maria;14
Milene;14
Minca;14
Minna-Marjaana;14
Minna-Susanna;14
Minni-Maria;14
Minya;14
Mirena;14
Mirha;14
Mirina;14
Mirjaliisa;14
Mirja-Maija;14
Mu;14
Muhammed;14
Muhudin;14
Muno;14
Mushtaq;14
Nadra;14
Nahida;14
Naji;14
Najwa;14
Nazli;14
Neha;14
Nella-Sofia;14
Netta-Maria;14
Nicita;14
Noga;14
Nora-Maria;14
Oluchi;14
Onnea;14
Oula;14
Pelin;14
Pia-Johanna;14
Pia-Marie;14
Pia-Marja;14
Pola;14
Prisha;14
Queen;14
Rachelle;14
Rachida;14
Rain;14
Rasheed;14
Ray;14
Reeta-Mari;14
Rihaam;14
Riija;14
Riikka-Johanna;14
Riikka-Maaria;14
Riina-Liisa;14
Riley;14
Ritaj;14
Rocio;14
Roma;14
Romy;14
Roosa-Maija;14
Rosali;14
Rosa-Linda;14
Rosana;14
Roswitha;14
Rubina;14
Sabiriin;14
Sadiyo;14
Saira;14
Saleban;14
Sallamaaria;14
Salla-Marja;14
Salla-Tuulia;14
Samah;14
Saman;14
Samiya;14
Samuntytär;14
Sannaliisa;14
Sanna-Riina;14
Sannika;14
Sanya;14
Saraste;14
Satu-Elina;14
Seeli;14
Sela;14
Senita;14
Sepideh;14
Serene;14
Sesilja;14
Sessa;14
Shahin;14
Sharifa;14
Sheima;14
Shiva;14
Sig-Britt;14
Silja-Riitta;14
Sinitta;14
Sisi;14
Sofina;14
Somayeh;14
Souad;14
Stanislava;14
Star;14
Steffi;14
Sumaiya;14
Suong;14
Sura;14
Synnevi;14
Sävele;14
Tabitha;14
Tala;14
Tapio;14
Tareq;14
Taru-Maria;14
Tesla;14
Tia-Mari;14
Tiia-Maarit;14
Tiia-Mariia;14
Tiina-Tuulia;14
Tiira;14
Tikva;14
Titta-Riina;14
Tosca;14
Türkan;14
Ulla-Maaria;14
Ulla-May;14
Ullrika;14
Uwase;14
Vaapukka;14
Vailet;14
Valentin;14
Veronique;14
Viivi-Lotta;14
Virpa;14
Vivea;14
Yada;14
Aamutähti;13
Aata;13
Aba;13
Abdel;13
Abdihakim;13
Abdulqader;13
Adaora;13
Ade;13
Agape;13
Ainoa;13
Aino-Helena;13
Airin;13
Akiliina;13
Akseliina;13
Aliisia;13
Amidala;13
Anas;13
Anaya;13
Angelia;13
Angeliki;13
Ann-Christina;13
Anni-Julia;13
Annita;13
Ann-Len;13
Annu-Maria;13
Anrika;13
Antigona;13
Anu-Johanna;13
Anu-Liina;13
Anuriikka;13
Aro;13
August;13
Auria;13
Auruura;13
Banu;13
Belma;13
Benin;13
Benina;13
Bethel;13
Betül;13
Bile;13
Bleona;13
Bo;13
Borghild;13
Camelia;13
Carlota;13
Catja;13
Catriina;13
Cemile;13
Ceres;13
Chandra;13
Chatrin;13
Cherry;13
Chidera;13
Chira;13
Cinderella;13
Cleopatra;13
Courtney;13
Dalya;13
Desirè;13
Dominica;13
Dona;13
Dorthe;13
Eeva-Inkeri;13
Eila-Maria;13
Elana;13
Electra;13
Eléna;13
Elinore;13
Ella-Olivia;13
Ella-Riina;13
Elna-Maria;13
Elsayed;13
Elvin;13
Elysia;13
Emeli;13
Emma-Roosa;13
Emmeliina;13
Emriikka;13
Engeliina;13
Enni-Lotta;13
Essi-Lotta;13
Estela;13
Eva-Christina;13
Eva-Kristina;13
Eveli;13
Evilla;13
Faarah;13
Familia;13
Fateme;13
Fatme;13
Felicitas;13
Fowsia;13
Françoise;13
Fuaad;13
Gail;13
Giia;13
Gwendolyn;13
Haawo;13
Haidi;13
Hanna-Emilia;13
Hannastiina;13
Hanne-Marie;13
Hawraa;13
Heidi-Marika;13
Heidi-Susanna;13
Heli-Riitta;13
Helleka;13
Helmiida;13
Helmi-Lilja;13
Helmi-Riitta;13
Henna-Reetta;13
Henna-Sofia;13
Hentriikka;13
Hillamari;13
Huseen;13
Ibadete;13
Ida-Elina;13
Ihsan;13
Iida-Maaria;13
Iina-Lotta;13
Iisa-Maria;13
Ing-Maj;13
Intisar;13
Isha;13
Iwona;13
Jaael;13
Jacinda;13
Jalal;13
Janeta;13
Janett;13
Jani;13
Jenna-Sofia;13
Jenni-Elina;13
Jerica;13
Jesmiina;13
Jila;13
Johana;13
Jooa;13
Joona;13
Joosefiina;13
Jormantytär;13
Jytte;13
Kaaren;13
Kadija;13
Kaisa-Elina;13
Kaisa-Reeta;13
Kaisa-Riitta;13
Kamel;13
Kasmiira;13
Katjusha;13
Kirsi-Hannele;13
Kirsi-Marjaana;13
Kjerstin;13
Lai;13
Layal;13
Lea-Liisa;13
Leenamari;13
Leiah;13
Leida;13
Lenny;13
Leon;13
Liisa-Marjatta;13
Liudmyla;13
Lotta-Riina;13
Loubna;13
Louis;13
Lusina;13
Madlena;13
Magali;13
Magnhild;13
Maj-Leena;13
Makreeta;13
Manon;13
Marcusdotter;13
Margalit;13
Marja-Riikka;13
Mays;13
Meia;13
Merethe;13
Meriina;13
Merja-Terttu;13
Michel;13
Midori;13
Mielo;13
Minna-Johanna;13
Mireia;13
Mohsen;13
Mostafa;13
Mui;13
Muktar;13
Na;13
Nadina;13
Nagham;13
Nam;13
Nathali;13
Nayla;13
Nea-Mari;13
Negar;13
Nico;13
Nicol;13
Noémie;13
Noora-Sofia;13
Nuray;13
Nusrat;13
Olegovna;13
Ooda;13
Orsolya;13
Othman;13
Outi-Mari;13
Pami;13
Patrycja;13
Peikko;13
Petja;13
Pirjo-Hannele;13
Pirkka;13
Pranee;13
Päivi-Maarit;13
Rabab;13
Raghad;13
Railikki;13
Raimontytär;13
Ranghild;13
Rena;13
Riinu;13
Rista;13
Rita-Maria;13
Ritja;13
Romana;13
Rose-Maria;13
Ru;13
Ruta;13
S.;13
Saana-Tuulia;13
Sabira;13
Sadiya;13
Sahal;13
Salla-Riikka;13
Samanta;13
Sanna-Tuulia;13
Sanni-Maija;13
Santeri;13
Sari-Hannele;13
Sari-Liisa;13
Sari-Maija;13
Sarleena;13
Sasu;13
Satu-Maaret;13
Seere;13
Seinab;13
Seni;13
Senni-Sofia;13
Sergejevna;13
Sharona;13
Sheida;13
Shirel;13
Shugri;13
Shweta;13
Sievi;13
Simran;13
Sirene;13
Sitra;13
Sofii;13
Soli;13
Stacy;13
Stella-Maria;13
Suhaila;13
Sulotar;13
Suvi-Pauliina;13
Szilvia;13
Tamanna;13
Tanja-Maarit;13
Tapani;13
Tapanintytär;13
Taru-Tuuli;13
Terri;13
Thora;13
Tiina-Elina;13
Tiinamaija;13
Titta-Mari;13
Toma;13
Towe;13
Tra;13
Tuba;13
Tuittu;13
Tuuli-Mari;13
Tyti;13
Urszula;13
Vaili;13
Valora;13
Vendi;13
Vira;13
Viri;13
Viyan;13
Vladislava;13
Waldine;13
Wiliina;13
Winona;13
Xiang;13
Yousef;13
Yuan;13
Zahara;13
Zeineb;13
Zineb;13
Åse;13
Aadalmiina;12
Aali;12
Aatos;12
Abdulameer;12
Abid;12
Adiel;12
Adila;12
Ahmednur;12
Aino-Liina;12
Aino-Sisko;12
Aiza;12
Aleftina;12
Aleida;12
Aleksejevna;12
Alfia;12
Alliina;12
Amena;12
Amjad;12
Anemone;12
Angeles;12
Anica;12
Anine;12
Aniso;12
Anjuli;12
Anna-Eliisa;12
Anna-Juulia;12
Anna-Linnea;12
Anna-Maaret;12
Anneliisa;12
Anne-Marit;12
Annentytär;12
Anne-Sisko;12
Anne-Sofie;12
Ann-Louis;12
Ann-Viol;12
Anssintytär;12
Anttuuna;12
Anu-Pauliina;12
Aoife;12
Arline;12
Asel;12
Asja;12
Augustine;12
Avigail;12
Avril;12
Axel;12
Aysegül;12
Azad;12
Batul;12
Beanna;12
Benedicta;12
Benedicte;12
Beritan;12
Bethany;12
Bilan;12
Bita;12
Brita-Lisa;12
Candice;12
Candy;12
Celena;12
Charlize;12
Charlot;12
Cheri;12
Cheyenne;12
Cho;12
Christella;12
Ciana;12
Cina;12
Cindi;12
Clarice;12
Daahir;12
Dali;12
Deka;12
Delvin;12
Divya;12
Donata;12
Dong;12
Eevaliina;12
Eeva-Maaria;12
Eeve;12
Eléa;12
Elenia;12
Elisheva;12
Ella-Emilia;12
Elmiida;12
Elodia;12
Elsbet;12
Else-Mai;12
Elvy;12
Emilié;12
Emilyn;12
Emma-Karoliina;12
Emma-Noora;12
Enni-Maija;12
Erda;12
Esosa;12
Esraa;12
Everiina;12
Fang;12
Faraj;12
Farideh;12
Faysal;12
Fe;12
Fen;12
Fleur;12
Franksdotter;12
Genevieve;12
Ghalib;12
Gigi;12
Gretchen;12
Gunne;12
Gunne-Maj;12
Gunn-Maj;12
Hadassah;12
Halime;12
Hanieh;12
Hanife;12
Hanna-Elisa;12
Hanna-Marie;12
Hanna-Stiina;12
Hanna-Tuulia;12
Hao;12
Heidi-Marja;12
Heidy;12
Heilimä;12
Heini-Marja;12
Heli-Johanna;12
Helme;12
Henrik;12
Hera;12
Houda;12
Hymmi;12
Idris;12
Ifeoluwa;12
Iida-Eveliina;12
Iitamari;12
Ildiko;12
Ilene;12
Inga-Lena;12
Ingalis;12
Inga-Maarit;12
Ingebritt;12
Ingrit;12
Inkariina;12
Iqlaas;12
Istar;12
Jaada;12
Janeth;12
Jasminka;12
Jasper;12
Jenna-Maaria;12
Jenni-Liisa;12
Jenni-Maija;12
Jinan;12
Jonnentytär;12
Judi;12
Juliska;12
Jupiter;12
Juuliska;12
Kanjana;12
Kari;12
Karliina;12
Kasperiina;12
Kata-Riina;12
Katianna;12
Kati-Maarit;12
Kati-Mari;12
Katja-Liisa;12
Katla;12
Keth;12
Kimia;12
Kirsi-Liisa;12
Kirsi-Marika;12
Kirstin;12
Kisu;12
Krenare;12
Kristy;12
Lale;12
Lassentytär;12
Laventeli;12
Lay;12
Leena-Liisa;12
Leena-Maarit;12
Leimu;12
Liah;12
Lidiia;12
Liin;12
Lilianne;12
Lilie;12
Lillevi;12
Liridona;12
Lisandra;12
Liva;12
Lotta-Liina;12
Lumikirsikka;12
M;12
Ma;12
Macy;12
Maddalena;12
Madelin;12
Maeve;12
Magdalene;12
Mai-Brit;12
Maij-Lis;12
Maiju-Liina;12
Mailen;12
Majeed;12
Majlinda;12
Manti;12
Marga;12
Maria-Kristiina;12
Mari-Anni;12
Maricel;12
Marieke;12
Marilin;12
Marintytär;12
Mari-Sanna;12
Mari-Sisko;12
Maritha;12
Mari-Tuulia;12
Marwan;12
Mathiasdotter;12
Medine;12
Melodie;12
Merja-Helena;12
Merliina;12
Mery;12
Meryam;12
Mia-Maija;12
Michèle;12
Michell;12
Miima;12
Miimi;12
Milan;12
Milanna;12
Milla-Riikka;12
Minela;12
Mini;12
Minnéa;12
Minttumaria;12
Mireya;12
Miritza;12
Mobina;12
Mohamuud;12
Molli;12
Monalisa;12
Moon;12
Morsal;12
Mst;12
Muayad;12
Nabaa;12
Nahla;12
Nanami;12
Narmin;12
Nastaran;12
Nataliina;12
Nazia;12
Ndey;12
Neetta;12
Neli;12
Nella-Noora;12
Neneh;12
Nenja;12
Nghi;12
Nian;12
Nieves;12
Niina-Kaisa;12
Nikontytär;12
Nil;12
Nino;12
Nóra;12
Nuran;12
Oana;12
Oda;12
Ola;12
Oleksandra;12
Omenankukka;12
Omolola;12
Oskarintytär;12
Osmontytär;12
Outi-Marja;12
Pandora;12
Paraskeva;12
Patrica;12
Patrice;12
Paula-Maija;12
Phi;12
Piia-Maarit;12
Piia-Riikka;12
Pippi;12
Piri;12
Pirje;12
Pirjoriitta;12
Pirkko-Helena;12
Pirkko-Riitta;12
Priskilla;12
Purity;12
Putri;12
Päivi-Elina;12
Päivi-Riitta;12
Qian;12
Qusay;12
Rachael;12
Rahim;12
Rajana;12
Raluca;12
Rami;12
Ramina;12
Randi;12
Ranim;12
Reita;12
Rhoda;12
Rital;12
Ritva-Maija;12
River;12
Robina;12
Ronja-Maria;12
Rosa-Liina;12
Rosalind;12
Roxanna;12
Rukia;12
Runa-Lisa;12
S;12
Saara-Elina;12
Saffron;12
Sahrami;12
Saif;12
Sakari;12
Sallima;12
Salmo;12
Sammal;12
Sanam;12
Sanna-Pauliina;12
Sanna-Reetta;12
Sanra;12
Saoirse;12
Saraliina;12
Saramaria;12
Sara-Marie;12
Sara-Tuuli;12
Sattar;12
Satumarja;12
Selvete;12
Shalini;12
Shana;12
Shari;12
Shreya;12
Siida;12
Simon;12
Sini-Maaret;12
Sinimaria;12
Sini-Marika;12
Sini-Meri;12
Sirikli;12
Sirli;12
Sisko-Helena;12
Sri;12
Supaporn;12
Tabassum;12
Tahereh;12
Tawfeeq;12
Terhen;12
Terhi-Liisa;12
Terhi-Marja;12
Tertit;12
Tertta;12
Thai;12
Theresé;12
Therèse;12
Thérése;12
Tho;12
Tiia-Riitta;12
Tong;12
Tricia;12
Tuija-Maria;12
Tuulimaria;12
Ulli;12
Umayma;12
Unaja;12
Valbona;12
Valbone;12
Valentinovna;12
Valmu;12
Véronique;12
Virva-Tuulia;12
Walpuri;12
Williina;12
Yao;12
Yasamin;12
Ye;12
Yemina;12
Yildiz;12
Yona;12
Yousra;12
Yue;12
Yussuf;12
Zaid;12
Zaki;12
Zohal;12
Åkesdotter;12
Aarla;11
Aasiya;11
Abdiqani;11
Abdiweli;11
Abdulaziz;11
Abdulkader;11
Abeer;11
Abraar;11
Abubakar;11
Adeela;11
Adia;11
Africa;11
Agnetta;11
Aiden;11
Aino-Elisa;11
Aino-Lotta;11
Ainotar;11
Aja;11
Aleksanda;11
Alfriida;11
Almida;11
Alora;11
Amanta;11
Ambra;11
Amiina;11
Amorina;11
Anactasia;11
Andreevna;11
Anfiisa;11
Aniella;11
Anima;11
Anis;11
Anjatta;11
Annada;11
Anna-Miia;11
Anna-Sara;11
Ann-Cristin;11
Anne-Lie;11
Anneliese;11
Ann-Helene;11
Anni-Eveliina;11
Anni-Liina;11
Anni-Riina;11
Anni-Riitta;11
Anselica;11
Antonietta;11
Antrea;11
Anttoona;11
Anumari;11
Anu-Marika;11
Anu-Marja;11
Aqeel;11
Aram;11
Arbenita;11
Arezoo;11
Arezu;11
Arietta;11
Arif;11
Aroha;11
Aseel;11
Asena;11
Assia;11
Aurela;11
Aurélia;11
Autumn;11
Avery;11
Aviana;11
Awuor;11
Azhaar;11
Azhar;11
Azita;11
Barbi;11
Batoul;11
Bela;11
Bertina;11
Besa;11
Betta;11
Bette;11
Biljana;11
Blue;11
Bonita;11
Bora;11
Borbála;11
Bosdotter;11
Caisha;11
Caitlyn;11
Calista;11
Cami;11
Cathrina;11
Cathryn;11
Chantel;11
Chebet;11
Ching;11
Chisom;11
Chrisse;11
Chun;11
Cicilia;11
Clotilde;11
da;11
Daniéla;11
Danielsdotter;11
Dareia;11
Darin;11
Deciree;11
Deqa;11
Deqo;11
Diamond;11
Dianne;11
Dione;11
Dragana;11
Ecrin;11
Eemi;11
Eevariitta;11
Eija-Anneli;11
Eina;11
El;11
Elenna;11
